,,rapes,rapesPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
,485,11,78.1,4,28.4,198.79,4195.95
,486,12,66.79,15,83.49,322.81,7446.99
,487,1,8.88,4,35.52,124.32,5834.3
,488,1,8.49,1,8.49,84.88,3140.65
,489,7,54.14,3,23.2,170.15,3480.28
,490,0,0,0,0,74.96,2657
,491,32,37.37,41,47.88,223.06,5492.49
,492,0,0,3,25.83,103.33,5967.45
,493,11,52.95,5,24.07,245.51,4178.5
,494,5,44.87,0,0,358.97,4549.94
,495,3,8.97,1,2.99,505.1,1736.45
,496,9,29.71,34,112.25,997.03,6857.05
,497,1,9.52,1,9.52,295.04,2217.57
,498,7,20.83,9,26.78,151.78,4264.75
,499,2,6.15,0,0,64.61,4335.25
,500,177,77.28,158,68.99,2978.69,13039.07
,501,9,49.3,2,10.96,158.85,4015.12
,502,7,49.15,0,0,1390.25,6593.18
,503,12,51.82,7,30.23,133.87,2996.93
,504,8,52.97,0,0,1483.15,5038.73
,505,8,47.15,3,17.68,724.94,5216.01
,506,25,69.26,15,41.56,872.72,11109.88
,507,3,15.26,16,81.37,300.04,3951.38
,508,19,64.32,1,3.39,744.75,3930.26
,509,0,0,3,25.93,267.96,4295.96
,510,19,62.77,3,9.91,1318.22,7522.8
,511,0,0,4,29.46,198.88,1996.17
,512,3,12.83,3,12.83,72.71,2993.76
,513,2,8.18,9,36.79,102.2,2959.81
,514,68,61.46,60,54.23,2078.85,5569.51
,515,1,6.95,6,41.69,62.53,5822.68
,516,1,4.64,0,0,427.27,4230.91
,517,4,16.02,47,188.27,348.5,3633.23
,518,20,77.9,21,81.8,1336.03,10571.42
,519,62,59.88,9,8.69,435.6,4114.51
,520,1,7.29,1,7.29,196.79,4810.5
,521,339,89.88,249,66.02,1304.78,6544.31
,522,8,16.31,3,6.11,313.89,2631.36
,523,9,26.22,0,0,1678.08,4253.46
,524,2,11.19,0,0,151.13,1354.53
,525,3,7.48,1,2.49,184.39,2554.01
,526,3,16.65,2,11.1,127.65,3446.55
,527,4,21.14,18,95.15,375.3,5079.82
,528,33,33.62,28,28.53,223.14,5388.97
,529,3,8.74,2,5.82,58.24,1243.34
,530,12,88.53,4,29.51,1032.91,5267.82
,531,0,0,0,0,566.68,2172.27
,532,17,97.27,19,108.71,457.72,8759.58
,533,10,92.17,0,0,645.16,1004.61
,534,4,27.37,13,88.94,485.77,6499.73
,535,0,0,1,8.05,209.22,1335.8
,536,2,18.73,1,9.36,280.93,11021.63
,537,2,11.48,8,45.93,281.32,4638.88
,538,2,14.27,2,14.27,99.9,1705.44
,539,8,25.07,14,43.88,316.55,6255.88
,540,1,8.47,2,16.95,355.9,1491.4
,541,1,4.97,1,4.97,29.8,1217.03
,542,0,0,12,83.73,286.09,4340.24
,543,0,0,2,8.04,44.22,2235.18
,544,81,56.02,389,269.03,1627.33,5693.22
,545,8,23.99,6,18,110.97,4975.71
,546,40,82.84,24,49.71,816.02,6677.3
,547,0,0,0,0,138.91,2241.7
,548,4,35.55,1,8.89,177.73,5936.19
,549,2,14.28,0,0,585.46,6568.61
,550,215,118.9,174,96.23,3255.71,12364.16
,551,5,26.63,10,53.27,591.24,7995.1
,552,11,33.8,19,58.38,577.61,8249.35
,553,7,49.28,1,7.04,288.65,2970.99
,554,24,118.01,12,59,1607.83,11977.58
,555,23,49.58,39,84.06,581.98,5701.29
,556,3,19.13,1,6.38,44.64,4591.25
,557,1,8.34,0,0,141.75,3985.66
,558,98,144.36,11,16.2,2264.09,11491.32
,559,28,51.55,13,23.93,1818.82,10855.84
,560,9,14.85,17,28.04,138.56,3294.13
,561,7,30.73,0,0,122.9,3256.96
,562,4,20.24,3,15.18,75.88,1365.91
,563,1,7.92,0,0,324.52,2857.37
,564,2,18.2,7,63.69,1264.79,5996.36
,565,3,8.36,7,19.5,559.86,5439.81
,566,0,0,0,0,21.66,2642.98
,567,1,7.24,0,0,188.13,1960.93
,568,1,7.7,4,30.81,169.44,5460.57
,569,173,88.66,145,74.31,1424.74,11722.35
,570,17,39.25,12,27.71,658.05,4167.63
,571,0,0,2,12.67,82.38,1907.48
,572,4,26.21,3,19.66,281.76,2974.9
,573,9,35.97,1,4,623.55,4592.69
,574,269,150.01,260,144.99,1629.43,9465.95
,575,25,35.8,29,41.52,904.94,7150.73
,576,4,30.79,0,0,153.93,2285.85
,577,3,19.83,0,0,198.28,4586.91
,578,11,76.68,1,6.97,223.06,4642.41
,579,13,57.59,0,0,699.98,7323.23
,580,1,7.93,2,15.86,71.35,4043.13
,581,7,14.09,4,8.05,366.34,5410.63
,582,19,79.5,2,8.37,292.91,4946.02
,583,3,21.07,0,0,252.9,5212.5
,584,0,0,2,13.86,408.98,4817.69
,585,6,21.17,11,38.81,105.84,2007.34
,586,5,38.28,6,45.94,145.47,2802.24
,587,18,32.02,4,7.12,327.36,4109.74
,588,0,0,3,17.49,99.13,1737.61
,589,5,7.01,1,1.4,68.68,1572.73
,590,10,20.45,24,49.09,560.45,5700.67
,591,281,47.61,461,78.11,1035.05,6961.87
,592,2,12.93,0,0,303.91,2289.04
,593,12,35.21,10,29.34,534.04,3060.45
,594,3,21.53,0,0,674.75,1636.64
,595,14,89.06,4,25.45,1278.63,8396.95
,596,12,75.49,18,113.24,509.56,4479.11
,597,0,0,1,4,151.91,1791
,598,1,8.77,1,8.77,70.19,3272.79
,599,2,10.77,2,10.77,350.03,5885.84
,600,4,20.61,4,20.61,159.72,2313.36
,601,36,100.23,7,19.49,860.27,6584.26
,602,31,51.04,24,39.52,321.08,6885.88
,603,4,18.23,16,72.94,989.2,5875.92
,604,7,38.13,7,38.13,403.14,5431.47
,605,1,8.11,6,48.69,592.34,5201.23
,606,5,42.17,7,59.04,101.21,3500.34
,607,1,8.36,1,8.36,83.56,2105.79
,608,1,3.4,3,10.21,125.96,2995.85
,609,129,70.63,144,78.85,3047.66,9248.11
,610,26,75.11,20,57.78,2507.51,9827.83
,611,159,68.91,348,150.81,1171.84,10038.61
,612,34,38.71,10,11.39,230,4965.56
,613,1,3.71,25,92.69,140.88,2828.75
,614,5,45.5,7,63.69,282.07,5050.05
,615,49,50.74,166,171.88,1274.62,7762.64
,616,22,69.83,5,15.87,384.08,2482.22
,617,21,34.02,21,34.02,933.19,7180.35
,618,8,40.25,11,55.34,1232.52,7787.5
,619,9,40.09,7,31.18,445.41,4164.63
,620,0,0,0,0,58.37,1916.34
,621,65,66.73,66,67.75,1565.55,8078.23
,622,94,39.02,29,12.04,842.7,5502.07
,623,1,6.72,1,6.72,53.73,4103.43
,624,90,108.05,306,367.36,3530.78,12109.83
,625,1,6.64,0,0,6.64,1592.89
,626,45,42.78,74,70.35,1318.6,4576.61
,627,6,30.4,5,25.34,91.21,2153.53
,628,271,53.98,610,121.51,599.78,9773.95
,629,3,5.1,20,33.99,141.06,2659.71
,630,9,49.29,10,54.76,657.14,6149.72
,631,19,81.83,3,12.92,2885.57,5977.86
,632,3,24.22,1,8.07,750.73,2542.78
,633,9,45.73,0,0,985.82,4019.51
,634,7,25.5,11,40.08,142.09,4080.44
,635,0,0,1,8.98,98.73,1337.28
,636,2,17.66,7,61.81,105.96,5792.49
,637,32,32.78,57,58.39,578.8,5007.38
,638,515,115.59,527,118.28,2460.11,10039.52
,639,8,40.1,15,75.18,205.49,5117.28
,640,33,32.59,21,20.74,1174.32,4015.8
,641,34,18.56,89,48.59,737.62,4494.53
,642,21,31.14,7,10.38,360.34,5492.62
,643,4,24.85,6,37.27,105.6,3217.59
,644,22,19.72,50,44.83,305.72,2631.37
,645,18,99.5,0,0,2089.44,9833.62
,646,20,43.66,12,26.2,1477.94,7734.63
,647,391,47.52,318,38.65,646.17,3857.83
,648,2,15.35,2,15.35,130.44,2654.8
,649,4,10.05,0,0,190.95,2756.14
,650,50,135.2,14,37.86,816.61,6800.61
,651,0,0,6,21.05,105.23,1918.69
,652,5,31.4,3,18.84,583.99,3679.75
,653,3,10.91,9,32.74,865.9,2670.45
,654,9,53.34,1,5.93,349.65,3662.44
,655,4,21.49,3,16.12,161.19,3868.68
,656,0,0,1,8.37,92.04,1773.91
,657,42,91.64,10,21.82,3414.57,11646.63
,658,3,20.3,3,20.3,155.67,2260.58
,659,5,14.64,8,23.43,676.45,5294.44
,660,356,65.42,389,71.49,1787.2,7428.52
,661,2,15.29,8,61.15,68.8,3730.32
,662,5,15.9,16,50.89,728.37,5655.22
,663,154,99.59,96,62.08,1960.67,8666.52
,664,4,30.18,1,7.54,286.66,4277.31
,665,0,0,5,15.9,216.2,3634.11
,666,0,0,2,14.39,86.34,3144.34
,667,3,8.43,4,11.24,137.66,2778.4
,668,0,0,7,47.58,20.39,1549.65
,669,3,17.55,3,17.55,988.71,2983.68
,670,3,18.75,0,0,393.73,3049.81
,671,42,219.67,10,52.3,564.85,4979.08
,672,4,25.08,7,43.9,363.7,2627.45
,673,0,0,0,0,116.1,1736.87
,674,4,16.17,4,16.17,80.84,1240.86
,675,1,6.86,1,6.86,260.79,4879.56
,676,4,16.85,2,8.42,724.52,9448.19
,677,9,15.46,2,3.44,893.29,4078.2
,678,28,27.89,46,45.82,514.99,3743.36
,679,12,48.58,33,133.61,708.53,5299.81
,680,3,11.66,0,0,69.94,2121.46
,681,13,21.1,21,34.09,160.72,3298.75
,682,6,10.77,11,19.75,441.72,2813.69
,683,122,59.18,52,25.23,1076.95,7955.35
,684,9,12.83,25,35.64,64.14,3807.28
,685,13,97.93,2,15.07,851.22,6410.55
,686,3,15.5,8,41.34,242.89,4382.43
,687,2,15.87,5,39.69,103.18,1690.61
,688,94,89.99,13,12.45,2109.96,9737.98
,689,17,28.06,29,47.87,402.75,4874.22
,690,7,38.78,0,0,559.59,4770.35
,691,12,18.55,12,18.55,265.95,5201.39
,692,9,47.69,8,42.39,1012.03,7900.17
,693,658,103.02,1029,161.1,1118.78,7860.14
,694,22,41.31,30,56.34,572.76,4499.45
,695,8,64.42,6,48.32,2584.96,13802.54
,696,2,10.24,2,10.24,450.38,4601.05
,697,55,37.52,56,38.2,984.34,4941.47
,698,8,63,0,0,259.88,3016.22
,699,10,41.61,7,29.12,711.46,7368.42
,700,2,18.97,1,9.48,749.31,12349.43
,701,13,38.66,7,20.82,514.53,3967.52
,702,1,3.91,0,0,273.42,4886.34
,703,10,52.68,7,36.88,489.94,11189.55
,704,1,1.86,0,0,57.79,2464.39
,705,27,28.77,21,22.38,985.62,5843.37
,706,3,21.62,5,36.03,259.44,4533.01
,707,1,3.49,1,3.49,101.26,1386.17
,708,21,30.05,1,1.43,728.32,6652.17
,709,13,80.66,1,6.2,254.39,3623.5
,710,9,42.31,0,0,239.75,2848.82
,711,2,18.59,0,0,55.76,2090.88
,712,668,93.79,545,76.52,3081.26,9901.59
,713,8,35.32,9,39.73,909.37,7323.53
,714,5,23.98,5,23.98,105.5,3879.54
,715,28,28.84,20,20.6,739.5,11503.4
,716,33,81.73,8,19.81,321.96,6939.42
,717,1,7.51,1,7.51,15.03,1059.59
,718,3,10.78,8,28.74,441.95,4915.38
,719,5,15.75,9,28.36,1726.58,5293.17
,720,5,8.09,23,37.21,144,2103.36
,721,3,6.56,5,10.93,373.88,4309.42
,722,21,74.82,3,10.69,1304.02,6160.26
,723,6,21.8,1,3.63,232.55,2405.44
,724,35,65.36,44,82.17,524.76,8117.95
,725,22,48.08,18,39.34,439.29,6521.55
,726,3,14.93,7,34.84,154.31,4514.91
,727,6,51.51,2,17.17,171.7,2841.69
,728,5,32.36,1,6.47,271.86,6964.85
,729,75,77.35,28,28.88,2169.92,5011.24
,730,11,38.88,14,49.49,1124.03,9154.85
,731,8,29.18,1,3.65,255.32,3490.54
,732,31,138.62,23,102.85,2209.01,11255.2
,733,5,49.07,3,29.44,2119.93,13023.85
,734,10,27.59,2,5.52,331.04,5892.58
,735,6,48.83,9,73.24,1000.98,6331.38
,736,11,57.85,5,26.3,99.93,3355.42
,737,2,13.4,0,0,247.89,2994.77
,738,22,27.56,29,36.33,987.28,5192.01
,739,0,0,2,15.04,45.13,2858.43
,740,0,0,1,7.23,354.46,4730.9
,741,6,18.84,19,59.67,1884.24,9160.57
,742,16,30.41,22,41.81,309.78,2708.2
,743,11,45.17,6,24.64,332.61,3646.37
,744,3,16.24,8,43.3,167.79,3112.31
,745,5,18.87,4,15.09,264.12,7399.16
,746,3,12.84,0,0,106.98,1377.95
,747,2,16.59,3,24.88,348.32,5382.32
,748,7,26.38,0,0,286.4,3764.7
,749,8,62.56,6,46.92,742.94,5802.77
,750,11,27.18,8,19.77,353.39,2444.09
,751,2,10.78,11,59.31,803.36,5154.47
,752,0,0,1,7.72,84.88,2253.09
,753,1,4.23,8,33.83,346.72,6054.97
,754,725,117.13,585,94.51,1633.81,8501.39
,755,5,25.22,4,20.18,786.89,2133.67
,756,3,22.53,5,37.55,360.5,6023.28
,757,16,42.39,18,47.69,267.59,3799.28
,758,3,15.83,5,26.38,538.17,5550.57
,759,4,31.73,5,39.66,499.72,8043.15
,760,6,34.04,6,34.04,198.58,6683.69
,761,16,22.04,12,16.53,410.47,3629.48
,762,5,21.63,2,8.65,1276.17,4771.59
,763,2,5.29,9,23.81,58.2,2084.49
,764,0,0,0,0,143.18,1988.55
,765,4,12.9,4,12.9,206.47,3229.34
,766,18,30.05,55,91.82,1644.35,7692.56
,767,9,73.53,3,24.51,1282.68,8545.75
,768,5,8.92,10,17.84,194.49,3855.9
,769,4,30.14,0,0,97.97,2449.13
,770,7,32.41,1,4.63,541.74,5922.12
,771,4,33.21,1,8.3,838.59,9407.17
,772,30,128.6,8,34.29,3364.91,14008.32
,773,7,23.69,57,192.93,700.63,3604.67
,774,16,18.11,17,19.24,320.3,4810.2
,775,14,37.57,37,99.29,880.21,9164.34
,776,6,33.84,9,50.77,428.7,4078.29
,777,39,58.86,8,12.07,774.19,6688.5
,778,51,45.28,29,25.75,581.49,5835.3
,779,4,22.63,2,11.31,503.48,6579.17
,780,3,12.87,3,12.87,111.56,4376.74
,781,9,73.81,3,24.6,459.24,3345.91
,782,12,38.84,23,74.45,233.06,4017.09
,783,5,37.07,3,22.24,378.11,3024.91
,784,4,10.74,8,21.48,217.44,4225.28
,785,15,15.53,16,16.57,453.49,3505.76
,786,0,0,0,0,27.66,1069.52
,787,1,8.39,3,25.16,377.36,4293.5
,788,12,9.5,38,30.1,111.68,3520.65
,789,2,12.31,1,6.16,215.44,5884.53
,790,18,44.25,17,41.79,1214.45,6534.41
,791,2,8.14,4,16.28,174.98,3316.51
,792,16,14.89,24,22.33,237.24,2453.34
,793,1,4.13,0,0,78.56,1649.71
,794,2,4.28,0,0,529.02,3452.56
,795,10,92.6,18,166.68,1444.58,6982.13
,796,9,41.68,5,23.16,926.23,6080.67
,797,1,5.61,0,0,61.66,1154.71
,798,2,14.1,0,0,155.09,2629.54
,799,8,22.22,5,13.89,433.21,5695.64
,800,3,14.78,3,14.78,88.69,2049.66
,801,0,0,1,3.91,11.72,917.97
,802,35,62.43,6,10.7,285.38,3708.2
,803,54,87.24,8,12.92,827.14,6242.33
,804,5,43.58,1,8.72,278.92,5308.11
,805,0,0,3,118.16,2008.66,14021.27
,806,3,13.65,2,9.1,450.45,4659.2
,807,20,76.25,24,91.5,236.38,4373.02
,808,1,7.36,0,0,368.19,751.1
,809,11,60.13,0,0,825.36,7165.89
,810,0,0,2,7.8,39.02,1342.18
,811,2,6.68,1,3.34,624.31,2670.85
,812,84,42.97,233,119.19,461.42,7589.33
,813,6,19.96,4,13.31,123.1,3396.77
,814,4,27.65,4,27.65,214.31,2468.03
,815,1,1.66,9,14.96,225.99,3845.13
,816,6,40.21,4,26.81,134.03,3752.85
,817,19,31.97,18,30.29,395.44,4073.84
,818,5,18.21,7,25.5,284.14,3508.07
,819,8,52.16,0,0,508.57,2549.39
,820,6,50.83,0,0,118.6,2685.53
,821,4,30.37,2,15.19,258.16,5011.39
,822,0,0,3,18.65,478.65,5613.23
,823,17,31.52,16,29.67,904.83,3982.72
,824,5,31.34,7,43.88,532.85,4783.1
,825,0,0,1,8.2,24.59,696.61
,826,14,42.96,2,6.14,589.14,7149.43
,827,44,32.63,51,37.82,1280.74,5938.71
,828,15,53.87,22,79.01,506.39,3541.16
,829,0,0,0,0,123.17,5166.28
,830,1,8.96,1,8.96,456.87,1702.05
,831,5,47.29,1,9.46,397.28,4048.43
,832,12,65.47,4,21.82,1964.1,12766.65
,833,29,67.62,73,170.22,1587.93,8580.89
,834,3,17.21,0,0,45.89,3092.01
,835,5,30.13,1,6.03,391.64,4295.96
,836,19,37.07,26,50.73,345.37,5715.12
,837,111,34.19,86,26.49,719.23,6744.72
,838,3,20.37,0,0,312.39,2159.59
,839,8,36.19,6,27.15,389.09,4569.52
,840,5,8.9,21,37.38,377.37,3809.32
,841,2,19.1,3,28.65,257.86,1537.58
,842,2,10.24,11,56.34,962.82,10739.53
,843,0,0,6,25.8,124.69,1835.93
,844,49,34.74,73,51.76,455.92,5054.1
,845,23,49.71,0,0,3834.1,8997.38
,846,0,0,0,0,36.91,3617.57
,847,212,83.63,105,41.42,872.98,5535.31
,848,67,39.88,45,26.78,401.73,6063.49
,849,20,76.72,7,26.85,1331.08,4814.15
,850,0,0,0,0,31.51,992.67
,851,39,99.49,20,51.02,1153.03,7048.29
,852,6,21.87,9,32.8,127.57,4516.13
,853,50,48.58,52,50.52,869.6,7573.77
,854,3,17.96,1,5.99,173.57,2735.22
,855,8,24.28,4,12.14,203.33,3842.07
,856,21,90.47,18,77.55,1391.58,12127.87
,857,1,8.17,11,89.92,384.21,2542.3
,858,1,2.75,2,5.5,27.49,1836.38
,859,23,59.63,17,44.07,956.68,8241.94
,860,46,125.16,102,277.54,3583.48,27010.77
,861,12,20.42,33,56.15,345.39,5361.21
,862,7,29.81,10,42.58,711.12,5344.06
,863,2,17.12,0,0,231.16,1832.19
,864,1,8.19,0,0,147.49,4285.48
,865,10,52.19,5,26.09,506.21,4315.83
,866,1,9.24,0,0,535.75,1995.2
,867,4,15.37,4,15.37,211.4,5796.21
,868,10,70.42,12,84.5,521.09,6724.88
,869,31,53.61,34,58.8,1469.9,7496.5
,870,0,0,1,7.6,68.39,1732.65
,871,7,37.63,0,0,188.13,3794.88
,872,11,17.27,15,23.56,314.07,4690.64
,873,1,8.71,0,0,235.07,4762.32
,874,4,21.49,0,0,96.73,2015.15
,875,23,54.99,25,59.78,920.55,8139.06
,876,11,21.51,11,21.51,791.96,6476.47
,877,10,83.83,0,0,1064.63,2975.94
,878,9,23.22,20,51.6,278.64,2706.47
,879,0,0,3,8.77,67.2,4227.9
,880,18,98.99,3,16.5,824.95,2826.82
,881,3,11.87,3,11.87,166.15,2713.82
,882,9,18.22,5,10.12,125.54,5088.28
,883,46,54.63,50,59.38,951.34,5904.01
,884,14,120.54,1,8.61,1334.6,12493.54
,885,0,0,2,13.72,48.01,2489.71
,886,4,13.19,0,0,98.95,2315.53
,887,12,31.89,12,31.89,441.08,5056.46
,888,1,3.94,8,31.49,204.68,3192.28
,889,0,0,1,8.07,56.51,5085.98
,890,11,35.25,11,35.25,474.31,3214.43
,891,216,55.6,659,169.63,1418.55,9454.95
,892,28,24.34,31,26.95,953.67,8977.74
,893,13,87.78,2,13.51,1215.48,5422.38
,894,36,30.65,31,26.39,530.44,6200.09
,895,10,77.86,8,62.29,537.26,7249.09
,896,1,4.44,3,13.32,84.35,3303
,897,42,39.81,42,39.81,681.43,6474.08
,898,0,0,0,0,96.47,2744.13
,899,0,0,1,8.59,85.9,2010.14
,900,2,10.65,3,15.97,628.09,7404.06
,901,5,28.19,1,5.64,84.57,2627.42
,902,8,24.61,8,24.61,495.28,2294.89
,903,174,150.95,503,436.37,2154.96,8024.71
,904,53,63.42,68,81.37,1395.22,7234.57
,905,3,20.41,9,61.22,292.52,4911.56
,906,3,20.05,0,0,106.96,2246.14
,907,9,43.58,7,33.89,266.29,5175.75
,908,50,133.92,18,48.21,2581.96,11466.15
,909,13,26.94,3,6.22,155.42,4012.02
,910,7,32.73,1,4.68,149.6,2248.71
,911,13,67.96,10,52.28,695.28,5849.76
,912,11,43.04,2,7.83,297.37,3631.1
,913,0,0,3,19.99,306.54,7310.41
,914,15,57.27,18,68.72,832.32,5681.12
,915,3,17.73,4,23.64,212.73,3025.47
,916,0,0,13,57.02,78.94,2719.18
,917,2,11.02,5,27.54,346.99,2952.19
,918,1,8.4,0,0,84.02,2377.75
,919,4,28.51,1,7.13,171.06,6072.7
,920,5,38.6,3,23.16,108.07,4585.46
,921,65,43.52,56,37.5,556.4,7720.02
,922,11,66.56,12,72.61,1240.39,14013.43
,923,3,23.65,1,7.88,212.83,3689.11
,924,1,7.22,0,0,130.01,2181.29
,925,13,39.3,0,0,447.45,8474.42
,926,0,0,3,16.5,54.99,1792.59
,927,10,77.42,0,0,487.73,4250.21
,928,2,3.94,1,1.97,76.92,1110.39
,929,13,46.39,22,78.51,1227.61,7304.97
,930,11,82.43,3,22.48,771.88,9779.68
,931,0,0,1,8.74,43.71,1118.88
,932,7,13.65,14,27.3,74.09,5634.96
,933,0,0,0,0,163.75,2378.42
,934,0,0,5,28.5,906.29,9165.53
,935,13,69.03,4,21.24,1093.88,7205.82
,936,25,52.56,5,10.51,832.58,6830.94
,937,6,33.88,0,0,112.94,4743.62
,938,15,81.46,2,10.86,657.11,7429.13
,939,2,17.5,1,8.75,236.22,4050.74
,940,3,14.49,1,4.83,270.39,4181.35
,941,135,49.52,257,94.26,999.13,5451.18
,942,3,10.57,4,14.09,144.44,1648.7
,943,10,78.2,1,7.82,594.35,4606.24
,944,48,107.7,57,127.89,2344.68,7747.54
,945,35,45.43,2,2.6,1283.7,7364.72
,946,0,0,3,12.11,121.07,3285.04
,947,61,98.7,113,182.84,673.11,7289.29
,948,6,45.26,1,7.54,165.96,4888.35
,949,30,55.45,6,11.09,275.38,5234.07
,950,1,3.56,21,74.71,259.69,3525.44
,951,3,20.59,4,27.45,253.89,3973.1
,952,1,4.72,2,9.43,33.01,2268.33
,953,3,18.99,5,31.65,126.61,4051.66
,954,109,74.67,90,61.65,1169.38,9154.31
,955,0,0,1,6.16,43.13,1336.95
,956,2,18.94,1,9.47,170.42,4004.92
,957,3,22.85,4,30.47,358.01,5408.29
,958,10,37.17,19,70.63,479.52,3802.69
,959,16,30.62,24,45.93,673.62,5105.73
,960,15,68.72,27,123.7,1392.77,13735.28
,961,14,55.19,10,39.42,204.97,3358.43
,962,2,9.69,0,0,67.86,4071.35
,963,4,11.07,5,13.83,182.6,2321.27
,964,2,11.49,2,11.49,155.08,4888
,965,9,36.66,0,0,93.7,1776.18
,966,22,20.52,31,28.92,500.94,5005.64
,967,4,29.98,2,14.99,134.91,2286.01
,968,32,65.45,5,10.23,380.43,5688.05
,969,1,8.59,2,17.18,68.71,3366.83
