,,rapes,rapesPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
,970,6,42.31,4,28.2,366.66,5020.45
,971,10,12.7,13,16.52,412.91,4981.58
,972,449,124.81,581,161.5,1562.48,7194.74
,973,1,4.43,0,0,159.32,1106.39
,974,14,54.56,4,15.59,911.96,4450.68
,975,25,92.24,1,3.69,1660.33,7681.81
,976,0,0,3,24.25,137.42,2214.86
,977,435,60.63,459,63.98,1014.86,5790.44
,978,1,9.16,1,9.16,375.6,1722.24
,979,4,28.86,11,79.35,764.68,2395.04
,980,2,15.42,0,0,146.46,2489.79
,981,0,0,0,0,141.03,1039.19
,982,102,91.52,45,40.38,820.1,9176.31
,983,0,0,0,0,55.83,1507.54
,984,18,102.54,42,239.26,2193.23,13301.81
,985,1,6.29,4,25.15,339.49,2382.75
,986,19,54.43,5,14.32,1231.81,5445.74
,987,2,14.95,1,7.48,44.86,2011.21
,988,62,120.79,20,38.96,845.51,10025.33
,989,19,89.15,8,37.54,243.98,3373.53
,990,3,18.19,0,0,794.37,5615.18
,991,10,44.65,32,142.89,415.27,7153.38
,992,9,45.08,8,40.07,140.25,6767.18
,993,2,14.64,4,29.29,541.85,5791.9
,994,2,17.55,12,105.27,131.59,2851.13
,995,1,2.98,2,5.96,369.33,2689.58
,996,38,59.6,49,76.85,1202.99,9584.68
,997,136,68.64,128,64.6,643.52,5655.94
,998,46,83.7,35,63.69,902.54,7276.73
,999,16,20.34,19,24.16,205.97,3743.02
,1000,10,28.85,5,14.43,513.6,3990.54
,1001,22,44.86,16,32.63,383.35,3574.56
,1002,10,32.17,5,16.09,74,2429.14
,1003,209,116.34,73,40.63,2304.49,9956.08
,1004,10,18.16,24,43.59,908.08,6418.34
,1005,0,0,1,3.23,32.29,1443.33
,1006,6,43.85,7,51.16,716.27,5562.05
,1007,3,14.32,0,0,124.14,1675.9
,1008,9,66.74,0,0,400.42,5613.23
,1009,0,0,1,9.44,18.87,1283.26
,1010,22,32,15,21.82,622.5,4126.25
,1011,0,0,11,94.51,137.47,3909.27
,1012,26,53.95,7,14.53,734.56,6596.53
,1013,3,18.88,3,18.88,44.06,1982.88
,1014,353,93.62,401,106.36,2601.6,9420.56
,1015,0,0,1,3.19,79.76,1885.47
,1016,7,17.57,4,10.04,401.67,3549.73
,1017,18,56.2,11,34.34,224.8,4842.49
,1018,0,0,6,23.93,386.92,6382.13
,1019,1,6.19,0,0,37.13,2054.58
,1020,1,6.94,1,6.94,69.41,2151.58
,1021,90,137.13,29,44.19,2082.86,9425.42
,1022,2,11.62,0,0,203.29,1469.48
,1023,9,24.32,0,0,178.31,3787.76
,1024,9,61.59,4,27.37,1266.08,2607.45
,1025,24,37.51,13,20.32,426.71,5608.18
,1026,4,15.77,3,11.82,106.42,3121.55
,1027,36,84.81,40,94.24,690.29,8622.72
,1028,33,31.79,85,81.87,639.59,5478.87
,1029,4,6.9,12,20.7,144.9,3508.59
,1030,1,6.55,0,0,13.1,2363.96
,1031,81,124.24,49,75.16,1432.56,6883.65
,1032,0,0,1,9.18,358,2717.09
,1033,10,42.5,1,4.25,395.27,2375.89
,1034,4,34.89,1,8.72,985.78,7781.56
,1035,8,26.75,9,30.1,598.56,4270.19
,1036,14,26.67,3,5.72,493.46,8139.16
,1037,17,146.88,4,34.56,1045.45,10860.55
,1038,16,91.56,6,34.34,412.04,5133.34
,1039,3,22.49,2,15,307.42,4978.63
,1040,0,0,1,6.92,96.85,3147.7
,1041,5,17.02,19,64.68,268.94,3295.32
,1042,0,0,0,0,147.83,3030.55
,1043,9,41.09,13,59.36,803.58,7108.94
,1044,39,20.31,113,58.85,974.37,7215.88
,1045,4,36.6,2,18.3,603.84,7721.87
,1046,59,56.39,45,43.01,1183.14,6316.12
,1047,257,98.76,184,70.71,3928.03,10942.54
,1048,88,120.18,97,132.47,2941.62,7166.95
,1049,42,60.61,42,60.61,577.28,7709.63
,1050,26,62.88,8,19.35,1332.66,6682.63
,1051,46,66.93,18,26.19,566.03,6086.67
,1052,64,53.23,57,47.41,390.93,6890.36
,1053,114,76.1,384,256.33,916.52,9460.97
,1054,71,112.73,25,39.69,1020.91,11250.65
,1055,0,0,3,22.94,183.56,2699.81
,1056,1,8.82,0,0,8.82,3167.46
,1057,10,34.72,10,34.72,395.81,3517.12
,1058,7,15,16,34.3,319.39,4392.09
,1059,5,22.91,12,54.99,132.89,3986.8
,1060,15,31.62,14,29.51,672.46,5046.59
,1061,4,27.99,4,27.99,538.88,4674.92
,1062,1,7.6,0,0,212.78,2173.42
,1063,28,67.39,44,105.89,536.69,9352.36
,1064,5,26.4,5,26.4,337.96,4198.13
,1065,11,28.65,8,20.84,885.56,2878.05
,1066,10,26.38,11,29.02,137.16,2640.39
,1067,3,6.48,3,6.48,188.02,1346.39
,1068,11,19.23,15,26.22,241.21,5743.65
,1069,0,0,1,6.45,51.57,1366.51
,1070,2,3.99,18,35.9,199.45,4374.02
,1071,0,0,1,3.29,207.47,2133.97
,1072,3,18.83,7,43.95,420.62,4564
,1073,3,23.67,1,7.89,55.23,2351.27
,1074,10,45.04,11,49.54,1531.26,4107.37
,1075,1,6.91,1,6.91,62.17,4759.27
,1076,7,30.23,6,25.91,1593.54,2725
,1077,1,5.9,0,0,601.38,4020.99
,1078,11,31.31,18,51.23,216.31,5063.33
,1079,1,6.17,0,0,61.69,888.29
,1080,9,19.32,11,23.62,650.56,3139.02
,1081,8,40.01,3,15,525.08,6706.01
,1082,1,9.59,1,9.59,182.15,4908.45
,1083,0,0,0,0,84.96,2473.33
,1084,4,12.83,16,51.31,125.06,2379.35
,1085,1,2.57,9,23.13,25.7,1765.89
,1086,11,61.35,8,44.62,730.58,9118.29
,1087,5,22.9,5,22.9,114.49,3201.14
,1088,0,0,1,8.76,61.33,3451.9
,1089,0,0,0,0,33.38,1962.62
,1090,6,31.47,3,15.73,178.33,3498.37
,1091,10,14.43,8,11.54,249.58,3348.43
,1092,1,2.71,4,10.84,43.35,1514.7
,1093,9,17.9,4,7.95,294.3,4128.14
,1094,49,25.75,46,24.17,611.05,5857.78
,1095,10,30.86,12,37.03,438.23,6156.84
,1096,2,4.02,20,40.24,150.88,2939.22
,1097,19,105.54,0,0,966.56,6504.83
,1098,0,0,0,0,134.26,3269.63
,1099,9,11.72,16,20.84,166.71,3413.65
,1100,18,75.75,10,42.08,938.43,7259.18
,1101,8,18.87,7,16.51,974.36,13650.41
,1102,12,30.94,21,54.14,618.78,4473.26
,1103,1,3.29,10,32.95,204.28,2263.52
,1104,90,106.61,136,161.11,643.24,5166.08
,1105,24,90.21,7,26.31,360.85,4784.99
,1106,6,42.76,3,21.38,669.95,4632.6
,1107,8,15.07,1,1.88,177.06,3987.64
,1108,8,27.64,4,13.82,190.01,1931.18
,1109,14,36.68,9,23.58,822.57,3492
,1110,11,27.15,48,118.49,589.98,4825.97
,1111,16,35.02,4,8.75,188.22,3403.37
,1112,1,5.05,2,10.11,151.58,3910.87
,1113,0,0,4,23.32,145.76,5054.8
,1114,73,97.8,22,29.47,833.29,7431.27
,1115,204,83.66,135,55.36,1135.5,8027.25
,1116,297,109.7,215,79.42,2466.68,9349.97
,1117,3,24.47,3,24.47,750.53,8117.15
,1118,22,52.11,6,14.21,184.77,3181.33
,1119,72,54.11,192,144.3,1908.96,8455.77
,1120,1,7.82,0,0,54.75,5552.95
,1121,5,23.05,7,32.27,364.21,5297.13
,1122,3,8.69,0,0,147.79,4129.36
,1123,11,34.36,0,0,1680.3,12452.37
,1124,1,5.99,1,5.99,83.81,2675.85
,1125,22,64.33,7,20.47,663.76,7228.28
,1126,53,61.77,33,38.46,536.08,5063.63
,1127,1,6.07,0,0,103.24,2641.81
,1128,44,51.13,18,20.92,779.72,5227.99
,1129,24,43.82,17,31.04,385.23,3850.44
,1130,8,47.01,0,0,82.26,5153.06
,1131,3,10.29,8,27.43,236.6,1543.05
,1132,6,50,2,16.67,716.61,5232.9
,1133,18,40.58,16,36.07,845.39,9292.57
,1134,5,12.6,1,2.52,297.32,3897.9
,1135,18,44.54,16,39.59,143.51,4097.49
,1136,0,0,0,0,50.49,1609.44
,1137,8,14.19,4,7.1,475.46,3738
,1138,1,5.6,11,61.62,39.21,1243.63
,1139,8,28.99,3,10.87,1138.05,9843.79
,1140,11,25.79,10,23.45,1313.17,3831.63
,1141,8,24.8,5,15.5,796.75,6308.9
,1142,2,8.71,0,0,95.76,1915.21
,1143,2,15.08,15,113.13,211.18,7240.37
,1144,4,14.02,5,17.53,234.84,2316.86
,1145,3,5.38,9,16.14,270.88,4952.91
,1146,13,50.55,4,15.55,497.69,4514.17
,1147,0,0,15,100.2,387.44,8076.15
,1148,13,85.4,2,13.14,1517.44,9794.39
,1149,3,21.7,10,72.32,130.17,3087.94
,1150,3,20.03,0,0,1108.14,7162.88
,1151,9,26.64,78,230.84,790.2,5445.56
,1152,3,27.7,9,83.09,840.18,4256.3
,1153,6,12.45,7,14.53,373.65,4739.07
,1154,11,44.71,14,56.9,325.15,5742.97
,1155,4,12.41,0,0,425.03,3378.53
,1156,28,49.54,5,8.85,265.42,4055.56
,1157,8,33.88,0,0,173.62,2151.18
,1158,4,13.67,0,0,1196.34,2631.94
,1159,130,70.28,143,77.3,555.18,7553.59
,1160,5,14.58,13,37.91,358.64,5181.36
,1161,1,8.84,1,8.84,106.04,3614.35
,1162,15,43.97,8,23.45,275.53,8969.4
,1163,17,56.75,12,40.06,824.52,5738.22
,1164,8,23.68,1,2.96,239.72,2903.31
,1165,8,48.24,1,6.03,319.6,4287.52
,1166,13,19.67,6,9.08,175.54,2916.07
,1167,82,96.97,76,89.88,1224,7475.25
,1168,6,53.82,1,8.97,125.57,3264.87
,1169,0,0,1,8.66,138.54,1359.43
,1170,42,57.26,2,2.73,1203.87,7311.82
,1171,20,22.79,18,20.51,208.56,6441.54
,1172,1,7.14,0,0,950.27,8202.34
,1173,0,0,0,0,66.3,1443.94
,1174,2,11.09,9,49.91,754.26,4630.91
,1175,11,35.12,7,22.35,268.19,3457.74
,1176,3,9.44,9,28.31,534.69,5777.82
,1177,7,25.39,0,0,304.71,5833.06
,1178,12,41.53,7,24.23,114.21,3637.43
,1179,3,18.04,0,0,120.26,1906.19
,1180,18,47.64,24,63.52,690.81,7453.28
,1181,23,40.13,20,34.89,197.14,6512.56
,1182,1,5.44,1,5.44,212.07,2974.44
,1183,44,67.28,8,12.23,697.28,7370.37
,1184,5,29.86,1,5.97,513.59,3147.21
,1185,15,78.79,4,21.01,546.28,4107.57
,1186,3,9.47,2,6.31,123.07,1707.22
,1187,10,25.19,13,32.74,619.57,2284.35
,1188,11,79.31,1,7.21,216.29,2718.1
,1189,6,45.64,2,15.21,167.34,3772.72
,1190,61,113.04,33,61.15,563.33,5957.57
,1191,4,11.5,9,25.88,485.98,4077.64
,1192,9,69.03,1,7.67,1165.91,6696.33
,1193,79,85.7,278,301.59,2299.87,6833.44
,1194,22,40.7,12,22.2,199.81,4754.77
,1195,5,22.61,1,4.52,108.52,1777.07
,1196,1,5.97,8,47.78,286.67,4646.44
,1197,0,0,2,12.56,238.59,2059.4
,1198,13,41.36,9,28.63,362.65,2742.17
,1199,7,37.68,5,26.92,602.9,5151.53
,1200,14,67.7,9,43.52,483.61,3032.21
,1201,3,22.13,4,29.51,177.04,4086.75
,1202,0,0,0,0,35.26,2397.74
,1203,12,69.93,12,69.93,1730.67,5524.15
,1204,18,50.77,14,39.49,857.47,5835.9
,1205,5,44.74,0,0,1082.77,5100.67
,1206,13,31.16,18,43.14,467.36,4510.59
,1207,12,22.33,17,31.63,2037.32,5511.01
,1208,3,7.48,6,14.96,79.79,2580.79
,1209,4,16.65,7,29.14,237.29,3488.61
,1210,34,167.69,9,44.39,1252.77,10954.38
,1211,49,47.14,57,54.84,1189.11,3553.87
,1212,6,16.73,3,8.36,867.12,2238.89
,1213,17,88.84,15,78.39,2241.85,8005.85
,1214,2,18.32,1,9.16,219.84,1190.8
,1215,66,44.91,66,44.91,1019.98,5153.64
,1216,11,81.43,5,37.01,1317.64,10171
,1217,16,57.04,14,49.91,438.5,5340.46
,1218,8,17.79,11,24.47,698.38,4450.52
,1219,16,38.9,25,60.78,636.96,5810.42
,1220,1,7.16,0,0,150.31,2898.86
,1221,17,68.68,8,32.32,484.83,5244.23
,1222,9,22.1,17,41.75,260.35,4315.36
,1223,396,34.2,245,21.16,1162.84,6219.62
,1224,3,23.95,0,0,39.92,1892.37
,1225,3,23.83,1,7.94,150.9,2422.37
,1226,5,19.54,5,19.54,418.07,3450.03
,1227,553,55.31,958,95.81,672.57,9191.32
,1228,1,6.88,2,13.77,117.03,1239.16
,1229,102,86.77,58,49.34,537.64,6058.7
,1230,4,9.26,35,80.98,333.19,3158.41
,1231,2,5.39,0,0,177.84,3823.66
,1232,7,46.48,1,6.64,338.62,4727.44
,1233,25,76.03,4,12.17,2572.91,6982.76
,1234,28,84.67,20,60.48,1448.4,8360.8
,1235,19,26.01,14,19.17,570.95,5554.79
,1236,1,8.14,0,0,415.11,3418.53
,1237,1,3.94,6,23.63,712.74,9557
,1238,174,85.66,170,83.69,1617.17,9371.69
,1239,8,15.59,9,17.53,409.11,5287.25
,1240,6,27.52,2,9.17,210.97,3425.98
,1241,3,21.82,4,29.1,349.17,3673.53
,1242,2,10.77,4,21.54,113.07,4485.25
,1243,8,35.45,2,8.86,793.23,3137.46
,1244,2,16.7,1,8.35,66.79,1928.7
,1245,10,82.51,3,24.75,1889.44,11105.61
,1246,0,0,1,3.7,85.15,3457.98
,1247,0,0,5,40.4,56.56,2108.75
,1248,9,42.31,0,0,103.43,2712.74
,1249,0,0,6,43.65,298.25,2880.63
,1250,79,49.5,116,72.68,852.74,6184.09
,1251,6,13.98,16,37.29,349.61,3920.29
,1252,24,51.51,53,113.75,847.77,7632.05
,1253,17,30.18,5,8.88,1075.77,5547.47
,1254,0,0,4,35.43,79.71,4941.99
,1255,44,39.13,30,26.68,534.46,6542.41
,1256,99,79.71,227,182.78,2288.32,12328.9
,1257,0,0,0,0,316.14,2746.83
,1258,9,68.4,1,7.6,782.85,4263.89
,1259,166,67.31,119,48.25,1807.31,6499.74
,1260,1,3.85,9,34.61,30.76,2195.73
,1261,4,30.39,0,0,159.55,1671.48
,1262,1,8.96,3,26.88,268.82,4068.1
,1263,11,87.3,8,63.49,1007.94,5920.63
,1264,2,19.28,0,0,578.26,7305.32
,1265,8,23.27,4,11.64,267.64,4933.82
,1266,39,37.67,12,11.59,566.06,7883.27
,1267,3,28.97,0,0,86.9,2056.58
,1268,1,4.39,3,13.18,48.33,1818.82
,1269,0,0,0,0,204.98,3093.72
,1270,9,36.01,2,8,504.2,4957.98
,1271,0,0,2,9.44,80.26,2105.66
,1272,7,26.57,3,11.39,170.78,2724.96
,1273,23,71.1,36,111.28,234.92,8645.79
,1274,6,11.93,5,9.94,79.56,2838.22
,1275,28,105.01,17,63.75,952.56,5306.58
,1276,191,102.65,160,85.99,1849.26,9547.28
,1277,0,0,0,0,59.7,820.9
,1278,29,57.04,10,19.67,572.35,5265.23
,1279,32,60.59,14,26.51,1168.18,6013.22
,1280,1,4.82,1,4.82,173.64,2295.86
,1281,15,42.23,9,25.34,104.17,4099.33
,1282,3,21.49,5,35.81,1289.31,6955.09
,1283,5,40.8,3,24.48,220.3,4658.94
,1284,18,53.67,39,116.29,787.17,7391.62
,1285,0,0,13,14.07,143.94,3498.99
,1286,7,55.98,2,15.99,463.85,4526.55
,1287,3,11.87,18,71.23,407.57,13627.73
,1288,0,0,0,0,248.57,1464.56
,1289,35,77.67,12,26.63,372.83,3295.53
,1290,0,0,3,14.22,28.45,2204.52
,1291,1,9.96,1,9.96,89.62,3355.91
,1292,15,54.55,17,61.82,385.5,3302.18
,1293,9,27.19,8,24.17,241.68,2640.32
,1294,6,31.57,7,36.83,352.5,3367.18
,1295,14,24.24,25,43.28,361.82,4598.1
,1296,53,45.62,55,47.34,1118.18,6251.13
,1297,4,18.97,5,23.71,251.32,4846.13
,1298,0,0,2,16.66,149.98,2199.63
,1299,10,62.93,4,25.17,295.76,2869.55
,1300,3,21.54,0,0,272.83,1744.69
,1301,3,10.25,4,13.67,167.41,1674.13
,1302,11,37.43,9,30.63,1102.6,6333.16
,1303,5,39.53,9,71.15,1083.09,10253.78
,1304,10,38.73,5,19.36,863.57,5305.35
,1305,32,72.32,31,70.06,596.65,9605.17
,1306,4,23.29,1,5.82,139.76,1176.33
,1307,8,46.04,6,34.53,828.73,6192.45
,1308,10,18.15,0,0,455.62,3165.73
,1309,3,7.78,3,7.78,59.64,2831.8
,1310,17,43.64,2,5.13,939.47,4833.41
,1311,18,70.76,6,23.59,1419.14,11671.52
,1312,27,81.13,23,69.11,1577.48,12154.08
,1313,200,170.67,59,50.35,1250.99,9531.77
,1314,7,49.68,0,0,127.76,3080.42
,1315,12,23.76,17,33.66,384.07,4329.75
,1316,0,0,1,9.13,246.55,2100.26
,1317,4,30.04,1,7.51,232.79,3101.3
,1318,15,80.45,5,26.82,1163.91,6141.39
,1319,4,19.77,4,19.77,682.12,2590.08
,1320,3,25.8,9,77.4,395.6,5288.96
,1321,8,60.41,8,60.41,1230.84,7332.18
,1322,4,23.65,6,35.48,76.88,1738.62
,1323,424,68.12,512,82.25,966.16,7218.05
,1324,18,48.7,9,24.35,1201.23,10253.77
,1325,0,0,1,8.96,134.43,3826.85
,1326,2,16.72,2,16.72,292.57,4848.28
,1327,5,14.95,5,14.95,340.76,5153.19
,1328,8,16.48,3,6.18,348.12,3804.64
,1329,1,4.47,1,4.47,22.33,1246.15
,1330,1,5.08,0,0,244.05,4021.76
,1331,8,31.89,2,7.97,171.38,3021.12
,1332,1,3.87,0,0,85.1,3009.44
,1333,6,48.53,5,40.44,121.32,4019.73
,1334,39,21.14,50,27.1,483.47,3470.5
,1335,2,3.23,21,33.95,161.68,2942.65
,1336,0,0,2,18.83,310.65,2776.99
,1337,2,7.44,3,11.16,141.42,2508.28
,1338,109,128.42,17,20.03,2065.29,7289.2
,1339,18,45.19,82,205.85,1265.25,9165.54
,1340,15,33.78,13,29.28,617.09,6722.67
,1341,1,3.49,6,20.92,90.66,2873.38
,1342,2,19.06,0,0,76.24,2639.86
,1343,3,20.55,1,6.85,219.16,1657.42
,1344,17,59.26,5,17.43,1307.21,10938.75
,1345,6,42.68,4,28.45,113.81,3151.23
,1346,7,56.18,6,48.15,698.18,2760.61
,1347,0,0,1,7.31,116.97,3136.19
,1348,14,49.5,15,53.03,597.51,7265.59
,1349,324,58.48,200,36.1,3048.38,9252.35
,1350,21,28.62,81,110.38,720.85,4624.86
,1351,7,13.25,0,0,83.27,4210.9
,1352,10,83.96,15,125.93,444.97,7085.89
,1353,6,32.97,6,32.97,186.81,5961.54
,1354,5,37.56,7,52.59,1502.52,4492.52
,1355,5,9.78,7,13.7,90.01,3254.08
,1356,1,3.86,4,15.45,390.07,3873.63
,1357,6,58.57,3,29.29,458.81,6696.6
,1358,3,14.52,1,4.84,96.77,1437
,1359,22,24.92,14,15.86,440.66,3533.2
,1360,36,131.27,27,98.45,3540.57,12185.96
,1361,13,33.81,3,7.8,408.34,4390.35
,1362,6,30.46,0,0,568.5,2796.81
,1363,0,0,0,0,78.88,1507.45
,1364,2,6.33,0,0,740.32,4533.66
,1365,12,102.94,1,8.58,669.13,4520.89
,1366,14,28.86,19,39.16,138.1,6113.32
,1367,1,5.41,0,0,27.07,3789.93
,1368,7,48.02,0,0,1029.02,6613.16
,1369,33,50.66,59,90.58,2956.98,4214.39
,1370,35,34.88,64,63.79,1625.6,11484.87
,1371,6,51.04,3,25.52,1514.12,7655.67
,1372,492,121.68,248,61.33,4026.59,13325.77
,1373,5,9.46,9,17.02,242.12,3514.55
,1374,3,23.53,8,62.76,439.32,4950.18
,1375,1,9.02,0,0,243.53,3616.85
,1376,66,48.71,64,47.23,1160.86,6844.87
,1377,27,21.88,46,37.27,223.64,5202.98
,1378,2,7.52,7,26.34,285.93,2840.48
,1379,31,155.61,1,5.02,476.86,3915.27
,1380,12,23.04,0,0,887.01,3202.46
,1381,70,69.06,39,38.48,1155.27,6390.96
,1382,9,51.44,6,34.29,800.14,7898.5
,1383,13,38.41,18,53.18,499.32,4597.29
,1384,0,0,6,23.71,383.23,5637.86
,1385,5,13.5,16,43.19,89.07,879.92
,1386,1,8.31,1,8.31,83.09,2908.18
,1387,0,0,0,0,107.37,1250.55
,1388,67,57.04,60,51.08,332.86,8062.76
,1389,5,20.24,2,8.1,113.34,2388.28
,1390,6,9.59,5,7.99,487.27,2789.45
,1391,19,24.08,0,0,1764.17,7210.03
,1392,0,0,0,0,39.54,1333.11
,1393,15,15.47,21,21.65,408.3,3967.5
,1394,28,41.79,22,32.83,1707.41,5258.05
,1395,1,6.66,0,0,106.6,2072.09
,1396,2,7.79,6,23.38,487.18,8375.56
,1397,15,84.15,0,0,297.32,3309.77
,1398,3,24.59,3,24.59,131.14,1786.74
,1399,0,0,2,6.66,13.32,1248.38
,1400,23,63.31,7,19.27,231.23,2738.93
,1401,12,22.52,27,50.67,540.49,5887.21
,1402,18,28.63,10,15.9,1348.6,2899.17
,1403,2,11.49,0,0,86.15,2940.5
,1404,3,15.02,0,0,70.12,1843.04
,1405,5,23,2,9.2,280.63,6817.87
,1406,15,55.29,6,22.11,449.67,4743.65
,1407,9,53.53,0,0,386.63,4490.84
,1408,29,43.04,4,5.94,978.02,3076.53
,1409,2,15.86,8,63.43,63.43,1791.94
,1410,7,44.69,6,38.31,434.14,6748.39
,1411,13,40.18,25,77.27,689.27,4280.9
,1412,41,58.15,56,79.42,694.91,4887.04
,1413,5,31.92,1,6.38,210.67,3255.87
,1414,39,40.39,59,61.11,798.57,8426.98
,1415,5,40.49,0,0,736.96,4186.91
,1416,30,25.56,42,35.78,473.71,4686.81
,1417,30,124.94,20,83.3,662.2,7933.86
,1418,3,18.31,7,42.72,463.84,5932.26
,1419,2,17.5,2,17.5,507.39,3927.92
,1420,17,45.33,9,24,391.99,5037.2
,1421,8,39.16,0,0,582.45,5599.33
,1422,8,77.15,3,28.93,298.97,5111.39
,1423,2,18.82,0,0,517.6,5458.31
,1424,12,40.05,14,46.73,874.44,6244.58
,1425,7,50.74,5,36.25,1790.5,10344.33
,1426,5,37.02,3,22.21,651.61,2302.85
,1427,16,71.19,6,26.7,489.45,5753.31
,1428,8,14.29,4,7.15,778.93,3115.73
,1429,1,7.44,4,29.76,282.67,4202.93
,1430,23,67.88,13,38.37,1230.71,6658.21
,1431,0,0,0,0,186.22,1935.36
,1432,3,23.75,0,0,110.86,3436.53
,1433,31,26.87,24,20.8,340.63,4352.73
,1434,13,58.13,18,80.49,384.56,6255.87
,1435,5,42.27,8,67.63,109.9,3998.65
,1436,4,26,15,97.51,208.02,3737.89
,1437,11,105.34,1,9.58,1522.7,5420.42
,1438,699,102.92,387,56.98,1681.08,8316.74
,1439,5,26.01,1,5.2,62.43,1050.88
,1440,0,0,2,15.22,30.44,2184.17
,1441,7,36.51,1,5.22,323.35,1324.71
,1442,24,101.66,6,25.42,881.06,5900.54
