,rapes,rapesPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,imputed_rapes,imputed_rapesR,imputed_ViolentCrimesPerPop,ViolentCrimesPerPopR,imputed_arsons,arsonsR,imputed_arsonsPerPop,arsonsPerPopR,imputed_nonViolPerPop,nonViolPerPopR,imputed_rapesPerPop,rapesPerPopR,,,,imputed_rapes,imputed_ViolentCrimesPerPop,imputed_arsons,imputed_arsonsPerPop,imputed_nonViolPerPop,imputed_rapesPerPop,
1185,1,6.94,1,6.94,69.41,2151.58,1,1,69.41,69.41,1,1,6.94,6.94,2151.58,2151.58,6.94,6.94,,,,1,69.41,1,6.94,2151.58,6.94,
1186,NA,NA,7,14,NA,2684.16,0,3,223.06,461.98,7,7,14,14,2684.16,2684.16,0,12.6,,,,0,223.06,7,14,2684.16,0,
1187,90,137.13,29,44.19,2082.86,9425.42,90,90,2082.86,2082.86,29,29,44.19,44.19,9425.42,9425.42,137.13,137.13,,,,90,2082.86,29,44.19,9425.42,137.13,
1188,2,11.62,0,0,203.29,1469.48,2,2,203.29,203.29,0,0,0,0,1469.48,1469.48,11.62,11.62,,,,2,203.29,0,0,1469.48,11.62,
1189,9,24.32,0,0,178.31,3787.76,9,9,178.31,178.31,0,0,0,0,3787.76,3787.76,24.32,24.32,,,,9,178.31,0,0,3787.76,24.32,
1190,9,61.59,4,27.37,1266.08,2607.45,9,9,1266.08,1266.08,4,4,27.37,27.37,2607.45,2607.45,61.59,61.59,,,,9,1266.08,4,27.37,2607.45,61.59,
1191,24,37.51,13,20.32,426.71,5608.18,24,24,426.71,426.71,13,13,20.32,20.32,5608.18,5608.18,37.51,37.51,,,,24,426.71,13,20.32,5608.18,37.51,
1192,4,15.77,3,11.82,106.42,3121.55,4,4,106.42,106.42,3,3,11.82,11.82,3121.55,3121.55,15.77,15.77,,,,4,106.42,3,11.82,3121.55,15.77,
1193,36,84.81,40,94.24,690.29,8622.72,36,36,690.29,690.29,40,40,94.24,94.24,8622.72,8622.72,84.81,84.81,,,,36,690.29,40,94.24,8622.72,84.81,
1194,33,31.79,85,81.87,639.59,5478.87,33,33,639.59,639.59,85,85,81.87,81.87,5478.87,5478.87,31.79,31.79,,,,33,639.59,85,81.87,5478.87,31.79,
1195,4,6.9,12,20.7,144.9,3508.59,4,4,144.9,144.9,12,12,20.7,20.7,3508.59,3508.59,6.9,6.9,,,,4,144.9,12,20.7,3508.59,6.9,
1196,NA,NA,2,19.42,NA,2495.15,0,295,223.06,297.37,2,2,19.42,19.42,2495.15,2495.15,0,58.73,,,,0,223.06,2,19.42,2495.15,0,
1197,1,6.55,0,0,13.1,2363.96,1,1,13.1,13.1,0,0,0,0,2363.96,2363.96,6.55,6.55,,,,1,13.1,0,0,2363.96,6.55,
1198,81,124.24,49,75.16,1432.56,6883.65,81,81,1432.56,1432.56,49,49,75.16,75.16,6883.65,6883.65,124.24,124.24,,,,81,1432.56,49,75.16,6883.65,124.24,
1199,0,0,1,9.18,358,2717.09,0,0,358,358,1,1,9.18,9.18,2717.09,2717.09,0,0,,,,0,358,1,9.18,2717.09,0,
1200,10,42.5,1,4.25,395.27,2375.89,10,10,395.27,395.27,1,1,4.25,4.25,2375.89,2375.89,42.5,42.5,,,,10,395.27,1,4.25,2375.89,42.5,
1201,4,34.89,1,8.72,985.78,7781.56,4,4,985.78,985.78,1,1,8.72,8.72,7781.56,7781.56,34.89,34.89,,,,4,985.78,1,8.72,7781.56,34.89,
1202,8,26.75,9,30.1,598.56,4270.19,8,8,598.56,598.56,9,9,30.1,30.1,4270.19,4270.19,26.75,26.75,,,,8,598.56,9,30.1,4270.19,26.75,
1203,14,26.67,3,5.72,493.46,8139.16,14,14,493.46,493.46,3,3,5.72,5.72,8139.16,8139.16,26.67,26.67,,,,14,493.46,3,5.72,8139.16,26.67,
1204,17,146.88,4,34.56,1045.45,10860.55,17,17,1045.45,1045.45,4,4,34.56,34.56,10860.55,10860.55,146.88,146.88,,,,17,1045.45,4,34.56,10860.55,146.88,
1205,16,91.56,6,34.34,412.04,5133.34,16,16,412.04,412.04,6,6,34.34,34.34,5133.34,5133.34,91.56,91.56,,,,16,412.04,6,34.34,5133.34,91.56,
1206,3,22.49,2,15,307.42,4978.63,3,3,307.42,307.42,2,2,15,15,4978.63,4978.63,22.49,22.49,,,,3,307.42,2,15,4978.63,22.49,
1207,0,0,1,6.92,96.85,3147.7,0,0,96.85,96.85,1,1,6.92,6.92,3147.7,3147.7,0,0,,,,0,96.85,1,6.92,3147.7,0,
1208,5,17.02,19,64.68,268.94,3295.32,5,5,268.94,268.94,19,19,64.68,64.68,3295.32,3295.32,17.02,17.02,,,,5,268.94,19,64.68,3295.32,17.02,
1209,0,0,0,0,147.83,3030.55,0,0,147.83,147.83,0,0,0,0,3030.55,3030.55,0,0,,,,0,147.83,0,0,3030.55,0,
1210,9,41.09,13,59.36,803.58,7108.94,9,9,803.58,803.58,13,13,59.36,59.36,7108.94,7108.94,41.09,41.09,,,,9,803.58,13,59.36,7108.94,41.09,
1211,39,20.31,113,58.85,974.37,7215.88,39,39,974.37,974.37,113,113,58.85,58.85,7215.88,7215.88,20.31,20.31,,,,39,974.37,113,58.85,7215.88,20.31,
1212,4,36.6,2,18.3,603.84,7721.87,4,4,603.84,603.84,2,2,18.3,18.3,7721.87,7721.87,36.6,36.6,,,,4,603.84,2,18.3,7721.87,36.6,
1213,59,56.39,45,43.01,1183.14,6316.12,59,59,1183.14,1183.14,45,45,43.01,43.01,6316.12,6316.12,56.39,56.39,,,,59,1183.14,45,43.01,6316.12,56.39,
1214,257,98.76,184,70.71,3928.03,10942.54,257,257,3928.03,3928.03,184,184,70.71,70.71,10942.54,10942.54,98.76,98.76,,,,257,3928.03,184,70.71,10942.54,98.76,
1215,88,120.18,97,132.47,2941.62,7166.95,88,88,2941.62,2941.62,97,97,132.47,132.47,7166.95,7166.95,120.18,120.18,,,,88,2941.62,97,132.47,7166.95,120.18,
1216,42,60.61,42,60.61,577.28,7709.63,42,42,577.28,577.28,42,42,60.61,60.61,7709.63,7709.63,60.61,60.61,,,,42,577.28,42,60.61,7709.63,60.61,
1217,26,62.88,8,19.35,1332.66,6682.63,26,26,1332.66,1332.66,8,8,19.35,19.35,6682.63,6682.63,62.88,62.88,,,,26,1332.66,8,19.35,6682.63,62.88,
1218,46,66.93,18,26.19,566.03,6086.67,46,46,566.03,566.03,18,18,26.19,26.19,6086.67,6086.67,66.93,66.93,,,,46,566.03,18,26.19,6086.67,66.93,
1219,64,53.23,57,47.41,390.93,6890.36,64,64,390.93,390.93,57,57,47.41,47.41,6890.36,6890.36,53.23,53.23,,,,64,390.93,57,47.41,6890.36,53.23,
1220,114,76.1,384,256.33,916.52,9460.97,114,114,916.52,916.52,384,384,256.33,256.33,9460.97,9460.97,76.1,76.1,,,,114,916.52,384,256.33,9460.97,76.1,
1221,71,112.73,25,39.69,1020.91,11250.65,71,71,1020.91,1020.91,25,25,39.69,39.69,11250.65,11250.65,112.73,112.73,,,,71,1020.91,25,39.69,11250.65,112.73,
1222,0,0,3,22.94,183.56,2699.81,0,0,183.56,183.56,3,3,22.94,22.94,2699.81,2699.81,0,0,,,,0,183.56,3,22.94,2699.81,0,
1223,1,8.82,0,0,8.82,3167.46,1,1,8.82,8.82,0,0,0,0,3167.46,3167.46,8.82,8.82,,,,1,8.82,0,0,3167.46,8.82,
1224,10,34.72,10,34.72,395.81,3517.12,10,10,395.81,395.81,10,10,34.72,34.72,3517.12,3517.12,34.72,34.72,,,,10,395.81,10,34.72,3517.12,34.72,
1225,7,15,16,34.3,319.39,4392.09,7,7,319.39,319.39,16,16,34.3,34.3,4392.09,4392.09,15,15,,,,7,319.39,16,34.3,4392.09,15,
1226,5,22.91,12,54.99,132.89,3986.8,5,5,132.89,132.89,12,12,54.99,54.99,3986.8,3986.8,22.91,22.91,,,,5,132.89,12,54.99,3986.8,22.91,
1227,NA,NA,2,9.76,NA,3377.26,0,81,223.06,147.49,2,2,9.76,9.76,3377.26,3377.26,0,43.52,,,,0,223.06,2,9.76,3377.26,0,
1228,15,31.62,14,29.51,672.46,5046.59,15,15,672.46,672.46,14,14,29.51,29.51,5046.59,5046.59,31.62,31.62,,,,15,672.46,14,29.51,5046.59,31.62,
1229,4,27.99,4,27.99,538.88,4674.92,4,4,538.88,538.88,4,4,27.99,27.99,4674.92,4674.92,27.99,27.99,,,,4,538.88,4,27.99,4674.92,27.99,
1230,1,7.6,0,0,212.78,2173.42,1,1,212.78,212.78,0,0,0,0,2173.42,2173.42,7.6,7.6,,,,1,212.78,0,0,2173.42,7.6,
1231,28,67.39,44,105.89,536.69,9352.36,28,28,536.69,536.69,44,44,105.89,105.89,9352.36,9352.36,67.39,67.39,,,,28,536.69,44,105.89,9352.36,67.39,
1232,5,26.4,5,26.4,337.96,4198.13,5,5,337.96,337.96,5,5,26.4,26.4,4198.13,4198.13,26.4,26.4,,,,5,337.96,5,26.4,4198.13,26.4,
1233,11,28.65,8,20.84,885.56,2878.05,11,11,885.56,885.56,8,8,20.84,20.84,2878.05,2878.05,28.65,28.65,,,,11,885.56,8,20.84,2878.05,28.65,
1234,10,26.38,11,29.02,137.16,2640.39,10,10,137.16,137.16,11,11,29.02,29.02,2640.39,2640.39,26.38,26.38,,,,10,137.16,11,29.02,2640.39,26.38,
1235,NA,NA,3,28.57,NA,5913.72,0,24,223.06,108.87,3,3,28.57,28.57,5913.72,5913.72,0,2.71,,,,0,223.06,3,28.57,5913.72,0,
1236,3,6.48,3,6.48,188.02,1346.39,3,3,188.02,188.02,3,3,6.48,6.48,1346.39,1346.39,6.48,6.48,,,,3,188.02,3,6.48,1346.39,6.48,
1237,11,19.23,15,26.22,241.21,5743.65,11,11,241.21,241.21,15,15,26.22,26.22,5743.65,5743.65,19.23,19.23,,,,11,241.21,15,26.22,5743.65,19.23,
1238,0,0,1,6.45,51.57,1366.51,0,0,51.57,51.57,1,1,6.45,6.45,1366.51,1366.51,0,0,,,,0,51.57,1,6.45,1366.51,0,
1239,2,3.99,18,35.9,199.45,4374.02,2,2,199.45,199.45,18,18,35.9,35.9,4374.02,4374.02,3.99,3.99,,,,2,199.45,18,35.9,4374.02,3.99,
1240,0,0,1,3.29,207.47,2133.97,0,0,207.47,207.47,1,1,3.29,3.29,2133.97,2133.97,0,0,,,,0,207.47,1,3.29,2133.97,0,
1241,NA,NA,26,33.74,NA,2489.91,0,29,223.06,236.22,26,26,33.74,33.74,2489.91,2489.91,0,31.16,,,,0,223.06,26,33.74,2489.91,0,
1242,3,18.83,7,43.95,420.62,4564,3,3,420.62,420.62,7,7,43.95,43.95,4564,4564,18.83,18.83,,,,3,420.62,7,43.95,4564,18.83,
1243,NA,NA,4,18.75,NA,3173.04,0,4,223.06,939.47,4,4,18.75,18.75,3173.04,3173.04,0,58.86,,,,0,223.06,4,18.75,3173.04,0,
1244,3,23.67,1,7.89,55.23,2351.27,3,3,55.23,55.23,1,1,7.89,7.89,2351.27,2351.27,23.67,23.67,,,,3,55.23,1,7.89,2351.27,23.67,
1245,10,45.04,11,49.54,1531.26,4107.37,10,10,1531.26,1531.26,11,11,49.54,49.54,4107.37,4107.37,45.04,45.04,,,,10,1531.26,11,49.54,4107.37,45.04,
1246,1,6.91,1,6.91,62.17,4759.27,1,1,62.17,62.17,1,1,6.91,6.91,4759.27,4759.27,6.91,6.91,,,,1,62.17,1,6.91,4759.27,6.91,
1247,7,30.23,6,25.91,1593.54,2725,7,7,1593.54,1593.54,6,6,25.91,25.91,2725,2725,30.23,30.23,,,,7,1593.54,6,25.91,2725,30.23,
1248,NA,NA,2,14.41,NA,2724.32,0,13,223.06,617.09,2,2,14.41,14.41,2724.32,2724.32,0,47.52,,,,0,223.06,2,14.41,2724.32,0,
1249,1,5.9,0,0,601.38,4020.99,1,1,601.38,601.38,0,0,0,0,4020.99,4020.99,5.9,5.9,,,,1,601.38,0,0,4020.99,5.9,
1250,11,31.31,18,51.23,216.31,5063.33,11,11,216.31,216.31,18,18,51.23,51.23,5063.33,5063.33,31.31,31.31,,,,11,216.31,18,51.23,5063.33,31.31,
1251,1,6.17,0,0,61.69,888.29,1,1,61.69,61.69,0,0,0,0,888.29,888.29,6.17,6.17,,,,1,61.69,0,0,888.29,6.17,
1252,9,19.32,11,23.62,650.56,3139.02,9,9,650.56,650.56,11,11,23.62,23.62,3139.02,3139.02,19.32,19.32,,,,9,650.56,11,23.62,3139.02,19.32,
1253,8,40.01,3,15,525.08,6706.01,8,8,525.08,525.08,3,3,15,15,6706.01,6706.01,40.01,40.01,,,,8,525.08,3,15,6706.01,40.01,
1254,1,9.59,1,9.59,182.15,4908.45,1,1,182.15,182.15,1,1,9.59,9.59,4908.45,4908.45,9.59,9.59,,,,1,182.15,1,9.59,4908.45,9.59,
1255,0,0,0,0,84.96,2473.33,0,0,84.96,84.96,0,0,0,0,2473.33,2473.33,0,0,,,,0,84.96,0,0,2473.33,0,
1256,4,12.83,16,51.31,125.06,2379.35,4,4,125.06,125.06,16,16,51.31,51.31,2379.35,2379.35,12.83,12.83,,,,4,125.06,16,51.31,2379.35,12.83,
1257,NA,NA,38,98.79,NA,8227.83,0,0,223.06,962.82,38,38,98.79,98.79,8227.83,8227.83,0,31.79,,,,0,223.06,38,98.79,8227.83,0,
1258,NA,NA,17,21.39,NA,4279.66,0,17,223.06,542.71,17,17,21.39,21.39,4279.66,4279.66,0,26.75,,,,0,223.06,17,21.39,4279.66,0,
1259,1,2.57,9,23.13,25.7,1765.89,1,1,25.7,25.7,9,9,23.13,23.13,1765.89,1765.89,2.57,2.57,,,,1,25.7,9,23.13,1765.89,2.57,
1260,11,61.35,8,44.62,730.58,9118.29,11,11,730.58,730.58,8,8,44.62,44.62,9118.29,9118.29,61.35,61.35,,,,11,730.58,8,44.62,9118.29,61.35,
1261,5,22.9,5,22.9,114.49,3201.14,5,5,114.49,114.49,5,5,22.9,22.9,3201.14,3201.14,22.9,22.9,,,,5,114.49,5,22.9,3201.14,22.9,
1262,0,0,1,8.76,61.33,3451.9,0,0,61.33,61.33,1,1,8.76,8.76,3451.9,3451.9,0,0,,,,0,61.33,1,8.76,3451.9,0,
1263,0,0,0,0,33.38,1962.62,0,0,33.38,33.38,0,0,0,0,1962.62,1962.62,0,0,,,,0,33.38,0,0,1962.62,0,
1264,6,31.47,3,15.73,178.33,3498.37,6,6,178.33,178.33,3,3,15.73,15.73,3498.37,3498.37,31.47,31.47,,,,6,178.33,3,15.73,3498.37,31.47,
1265,10,14.43,8,11.54,249.58,3348.43,10,10,249.58,249.58,8,8,11.54,11.54,3348.43,3348.43,14.43,14.43,,,,10,249.58,8,11.54,3348.43,14.43,
1266,1,2.71,4,10.84,43.35,1514.7,1,1,43.35,43.35,4,4,10.84,10.84,1514.7,1514.7,2.71,2.71,,,,1,43.35,4,10.84,1514.7,2.71,
1267,9,17.9,4,7.95,294.3,4128.14,9,9,294.3,294.3,4,4,7.95,7.95,4128.14,4128.14,17.9,17.9,,,,9,294.3,4,7.95,4128.14,17.9,
1268,49,25.75,46,24.17,611.05,5857.78,49,49,611.05,611.05,46,46,24.17,24.17,5857.78,5857.78,25.75,25.75,,,,49,611.05,46,24.17,5857.78,25.75,
1269,NA,NA,4,17.88,NA,3249.6,0,3,223.06,295.76,4,4,17.88,17.88,3249.6,3249.6,0,16.17,,,,0,223.06,4,17.88,3249.6,0,
1270,10,30.86,12,37.03,438.23,6156.84,10,10,438.23,438.23,12,12,37.03,37.03,6156.84,6156.84,30.86,30.86,,,,10,438.23,12,37.03,6156.84,30.86,
1271,NA,NA,9,17.56,NA,3092.32,0,2,223.06,1756.32,9,9,17.56,17.56,3092.32,3092.32,0,42.68,,,,0,223.06,9,17.56,3092.32,0,
1272,2,4.02,20,40.24,150.88,2939.22,2,2,150.88,150.88,20,20,40.24,40.24,2939.22,2939.22,4.02,4.02,,,,2,150.88,20,40.24,2939.22,4.02,
1273,1,6.31,NA,NA,669.02,NA,1,1,669.02,669.02,0,5,0,106.99,2246.14,5547.47,6.31,6.31,,,,1,669.02,0,0,2246.14,6.31,
1274,10,73.87,NA,NA,1987.15,NA,10,10,1987.15,1987.15,0,7,0,49.46,2246.14,3523.75,73.87,73.87,,,,10,1987.15,0,0,2246.14,73.87,
1275,19,105.54,0,0,966.56,6504.83,19,19,966.56,966.56,0,0,0,0,6504.83,6504.83,105.54,105.54,,,,19,966.56,0,0,6504.83,105.54,
1276,0,0,0,0,134.26,3269.63,0,0,134.26,134.26,0,0,0,0,3269.63,3269.63,0,0,,,,0,134.26,0,0,3269.63,0,
1277,NA,NA,12,27.5,NA,2955.73,0,15,223.06,343.74,12,12,27.5,27.5,2955.73,2955.73,0,44.51,,,,0,223.06,12,27.5,2955.73,0,
1278,9,11.72,16,20.84,166.71,3413.65,9,9,166.71,166.71,16,16,20.84,20.84,3413.65,3413.65,11.72,11.72,,,,9,166.71,16,20.84,3413.65,11.72,
1279,18,75.75,10,42.08,938.43,7259.18,18,18,938.43,938.43,10,10,42.08,42.08,7259.18,7259.18,75.75,75.75,,,,18,938.43,10,42.08,7259.18,75.75,
1280,8,18.87,7,16.51,974.36,13650.41,8,8,974.36,974.36,7,7,16.51,16.51,13650.41,13650.41,18.87,18.87,,,,8,974.36,7,16.51,13650.41,18.87,
1281,12,30.94,21,54.14,618.78,4473.26,12,12,618.78,618.78,21,21,54.14,54.14,4473.26,4473.26,30.94,30.94,,,,12,618.78,21,54.14,4473.26,30.94,
1282,1,3.29,10,32.95,204.28,2263.52,1,1,204.28,204.28,10,10,32.95,32.95,2263.52,2263.52,3.29,3.29,,,,1,204.28,10,32.95,2263.52,3.29,
1283,90,106.61,136,161.11,643.24,5166.08,90,90,643.24,643.24,136,136,161.11,161.11,5166.08,5166.08,106.61,106.61,,,,90,643.24,136,161.11,5166.08,106.61,
1284,24,90.21,7,26.31,360.85,4784.99,24,24,360.85,360.85,7,7,26.31,26.31,4784.99,4784.99,90.21,90.21,,,,24,360.85,7,26.31,4784.99,90.21,
1285,6,42.76,3,21.38,669.95,4632.6,6,6,669.95,669.95,3,3,21.38,21.38,4632.6,4632.6,42.76,42.76,,,,6,669.95,3,21.38,4632.6,42.76,
1286,NA,NA,12,13.6,NA,3384.14,0,19,223.06,457.27,12,12,13.6,13.6,3384.14,3384.14,0,46.3,,,,0,223.06,12,13.6,3384.14,0,
1287,8,15.07,1,1.88,177.06,3987.64,8,8,177.06,177.06,1,1,1.88,1.88,3987.64,3987.64,15.07,15.07,,,,8,177.06,1,1.88,3987.64,15.07,
1288,8,27.64,4,13.82,190.01,1931.18,8,8,190.01,190.01,4,4,13.82,13.82,1931.18,1931.18,27.64,27.64,,,,8,190.01,4,13.82,1931.18,27.64,
1289,14,36.68,9,23.58,822.57,3492,14,14,822.57,822.57,9,9,23.58,23.58,3492,3492,36.68,36.68,,,,14,822.57,9,23.58,3492,36.68,
1290,11,27.15,48,118.49,589.98,4825.97,11,11,589.98,589.98,48,48,118.49,118.49,4825.97,4825.97,27.15,27.15,,,,11,589.98,48,118.49,4825.97,27.15,
1291,16,35.02,4,8.75,188.22,3403.37,16,16,188.22,188.22,4,4,8.75,8.75,3403.37,3403.37,35.02,35.02,,,,16,188.22,4,8.75,3403.37,35.02,
1292,NA,NA,20,59.28,NA,2726.98,0,5,223.06,113.19,20,20,59.28,59.28,2726.98,2726.98,0,14.23,,,,0,223.06,20,59.28,2726.98,0,
1293,1,5.05,2,10.11,151.58,3910.87,1,1,151.58,151.58,2,2,10.11,10.11,3910.87,3910.87,5.05,5.05,,,,1,151.58,2,10.11,3910.87,5.05,
1294,NA,NA,3,23.72,NA,4523.53,0,10,223.06,1664.84,3,3,23.72,23.72,4523.53,4523.53,0,6.68,,,,0,223.06,3,23.72,4523.53,0,
1295,0,0,4,23.32,145.76,5054.8,0,0,145.76,145.76,4,4,23.32,23.32,5054.8,5054.8,0,0,,,,0,145.76,4,23.32,5054.8,0,
1296,73,97.8,22,29.47,833.29,7431.27,73,73,833.29,833.29,22,22,29.47,29.47,7431.27,7431.27,97.8,97.8,,,,73,833.29,22,29.47,7431.27,97.8,
1297,204,83.66,135,55.36,1135.5,8027.25,204,204,1135.5,1135.5,135,135,55.36,55.36,8027.25,8027.25,83.66,83.66,,,,204,1135.5,135,55.36,8027.25,83.66,
1298,297,109.7,215,79.42,2466.68,9349.97,297,297,2466.68,2466.68,215,215,79.42,79.42,9349.97,9349.97,109.7,109.7,,,,297,2466.68,215,79.42,9349.97,109.7,
1299,3,24.47,3,24.47,750.53,8117.15,3,3,750.53,750.53,3,3,24.47,24.47,8117.15,8117.15,24.47,24.47,,,,3,750.53,3,24.47,8117.15,24.47,
1300,22,52.11,6,14.21,184.77,3181.33,22,22,184.77,184.77,6,6,14.21,14.21,3181.33,3181.33,52.11,52.11,,,,22,184.77,6,14.21,3181.33,52.11,
1301,72,54.11,192,144.3,1908.96,8455.77,72,72,1908.96,1908.96,192,192,144.3,144.3,8455.77,8455.77,54.11,54.11,,,,72,1908.96,192,144.3,8455.77,54.11,
1302,1,7.82,0,0,54.75,5552.95,1,1,54.75,54.75,0,0,0,0,5552.95,5552.95,7.82,7.82,,,,1,54.75,0,0,5552.95,7.82,
1303,NA,NA,2,11.24,NA,2872.72,0,49,223.06,342.06,2,2,11.24,11.24,2872.72,2872.72,0,38.24,,,,0,223.06,2,11.24,2872.72,0,
1304,NA,NA,3,25.66,NA,6003.59,0,20,223.06,2344.56,3,3,25.66,25.66,6003.59,6003.59,0,17.7,,,,0,223.06,3,25.66,6003.59,0,
1305,5,23.05,7,32.27,364.21,5297.13,5,5,364.21,364.21,7,7,32.27,32.27,5297.13,5297.13,23.05,23.05,,,,5,364.21,7,32.27,5297.13,23.05,
1306,3,22.93,NA,NA,122.28,NA,3,3,122.28,122.28,0,17,0,0,2246.14,5007.38,22.93,22.93,,,,3,122.28,0,0,2246.14,22.93,
1307,1,7.93,NA,NA,15.86,NA,1,1,15.86,15.86,0,35,0,81.37,2246.14,4399.57,7.93,7.93,,,,1,15.86,0,0,2246.14,7.93,
1308,3,8.69,0,0,147.79,4129.36,3,3,147.79,147.79,0,0,0,0,4129.36,4129.36,8.69,8.69,,,,3,147.79,0,0,4129.36,8.69,
1309,NA,NA,3,16.62,NA,3927.98,0,8,223.06,286.66,3,3,16.62,16.62,3927.98,3927.98,0,9.69,,,,0,223.06,3,16.62,3927.98,0,
1310,NA,NA,0,0,NA,9384.65,0,2,223.06,171.06,0,0,0,0,9384.65,9384.65,0,43.64,,,,0,223.06,0,0,9384.65,0,
1311,11,34.36,0,0,1680.3,12452.37,11,11,1680.3,1680.3,0,0,0,0,12452.37,12452.37,34.36,34.36,,,,11,1680.3,0,0,12452.37,34.36,
1312,1,5.99,1,5.99,83.81,2675.85,1,1,83.81,83.81,1,1,5.99,5.99,2675.85,2675.85,5.99,5.99,,,,1,83.81,1,5.99,2675.85,5.99,
1313,22,64.33,7,20.47,663.76,7228.28,22,22,663.76,663.76,7,7,20.47,20.47,7228.28,7228.28,64.33,64.33,,,,22,663.76,7,20.47,7228.28,64.33,
1314,53,61.77,33,38.46,536.08,5063.63,53,53,536.08,536.08,33,33,38.46,38.46,5063.63,5063.63,61.77,61.77,,,,53,536.08,33,38.46,5063.63,61.77,
1315,1,6.07,0,0,103.24,2641.81,1,1,103.24,103.24,0,0,0,0,2641.81,2641.81,6.07,6.07,,,,1,103.24,0,0,2641.81,6.07,
1316,44,51.13,18,20.92,779.72,5227.99,44,44,779.72,779.72,18,18,20.92,20.92,5227.99,5227.99,51.13,51.13,,,,44,779.72,18,20.92,5227.99,51.13,
1317,NA,NA,12,38.75,NA,10074.27,0,1,223.06,140.88,12,12,38.75,38.75,10074.27,10074.27,0,6.64,,,,0,223.06,12,38.75,10074.27,0,
1318,24,43.82,17,31.04,385.23,3850.44,24,24,385.23,385.23,17,17,31.04,31.04,3850.44,3850.44,43.82,43.82,,,,24,385.23,17,31.04,3850.44,43.82,
1319,8,47.01,0,0,82.26,5153.06,8,8,82.26,82.26,0,0,0,0,5153.06,5153.06,47.01,47.01,,,,8,82.26,0,0,5153.06,47.01,
1320,3,10.29,8,27.43,236.6,1543.05,3,3,236.6,236.6,8,8,27.43,27.43,1543.05,1543.05,10.29,10.29,,,,3,236.6,8,27.43,1543.05,10.29,
1321,6,50,2,16.67,716.61,5232.9,6,6,716.61,716.61,2,2,16.67,16.67,5232.9,5232.9,50,50,,,,6,716.61,2,16.67,5232.9,50,
1322,18,40.58,16,36.07,845.39,9292.57,18,18,845.39,845.39,16,16,36.07,36.07,9292.57,9292.57,40.58,40.58,,,,18,845.39,16,36.07,9292.57,40.58,
1323,2,6.01,NA,NA,204.32,NA,2,2,204.32,204.32,0,15,0,11.09,2246.14,4181.35,6.01,6.01,,,,2,204.32,0,0,2246.14,6.01,
1324,0,0,NA,NA,17.24,NA,0,0,17.24,17.24,0,2282,0,215.48,2246.14,4129.36,0,0,,,,0,17.24,0,0,2246.14,0,
1325,5,12.6,1,2.52,297.32,3897.9,5,5,297.32,297.32,1,1,2.52,2.52,3897.9,3897.9,12.6,12.6,,,,5,297.32,1,2.52,3897.9,12.6,
1326,18,44.54,16,39.59,143.51,4097.49,18,18,143.51,143.51,16,16,39.59,39.59,4097.49,4097.49,44.54,44.54,,,,18,143.51,16,39.59,4097.49,44.54,
1327,0,0,0,0,50.49,1609.44,0,0,50.49,50.49,0,0,0,0,1609.44,1609.44,0,0,,,,0,50.49,0,0,1609.44,0,
1328,8,14.19,4,7.1,475.46,3738,8,8,475.46,475.46,4,4,7.1,7.1,3738,3738,14.19,14.19,,,,8,475.46,4,7.1,3738,14.19,
1329,1,5.6,11,61.62,39.21,1243.63,1,1,39.21,39.21,11,11,61.62,61.62,1243.63,1243.63,5.6,5.6,,,,1,39.21,11,61.62,1243.63,5.6,
1330,8,28.99,3,10.87,1138.05,9843.79,8,8,1138.05,1138.05,3,3,10.87,10.87,9843.79,9843.79,28.99,28.99,,,,8,1138.05,3,10.87,9843.79,28.99,
1331,11,25.79,10,23.45,1313.17,3831.63,11,11,1313.17,1313.17,10,10,23.45,23.45,3831.63,3831.63,25.79,25.79,,,,11,1313.17,10,23.45,3831.63,25.79,
1332,8,24.8,5,15.5,796.75,6308.9,8,8,796.75,796.75,5,5,15.5,15.5,6308.9,6308.9,24.8,24.8,,,,8,796.75,5,15.5,6308.9,24.8,
1333,2,8.71,0,0,95.76,1915.21,2,2,95.76,95.76,0,0,0,0,1915.21,1915.21,8.71,8.71,,,,2,95.76,0,0,1915.21,8.71,
